trans_id,type,player,timestamp
1001,Activation,Williams32,2024-01-02
1002,Release,Taylor5,2024-01-03
1003,Release,Wilson18,2024-01-04
1004,Suspension,Hernandez64,2024-01-05
1005,Activation,Anderson52,2024-01-06
1006,Signing,Smith8,2024-01-07
1007,Suspension,Rodriguez44,2024-01-08
1008,Return,Williams5,2024-01-09
1009,Suspension,Wilson61,2024-01-10
1010,Trade,Williams59,2024-01-11
1011,Trade,Moore55,2024-01-12
1012,Trade,Taylor89,2024-01-13
1013,Release,Johnson32,2024-01-14
1014,Release,Brown20,2024-01-15
1015,Trade,Brown67,2024-01-16
1016,Release,Hernandez44,2024-01-17
1017,Activation,Davis98,2024-01-18
1018,Trade,Jones36,2024-01-19
1019,Trade,Rodriguez70,2024-01-20
1020,Release,Williams28,2024-01-21
1021,Signing,Hernandez40,2024-01-22
1022,Trade,Lopez48,2024-01-23
1023,Return,Jackson33,2024-01-24
1024,Signing,Anderson81,2024-01-25
1025,Return,Taylor1,2024-01-26
1026,Activation,Martinez9,2024-01-27
1027,Release,Martin32,2024-01-28
1028,Activation,Martin98,2024-01-29
1029,Release,Davis15,2024-01-30
1030,Return,Smith74,2024-01-31
1031,Signing,Thomas11,2024-02-01
1032,Release,Davis88,2024-02-02
1033,Return,Lopez58,2024-02-03
1034,Activation,Williams68,2024-02-04
1035,Trade,Martinez20,2024-02-05
1036,Release,Wilson3,2024-02-06
1037,Release,Garcia9,2024-02-07
1038,Signing,Garcia86,2024-02-08
1039,Suspension,Jones32,2024-02-09
1040,Injury,Rodriguez53,2024-02-10
1041,Signing,Taylor91,2024-02-11
1042,Activation,Taylor12,2024-02-12
1043,Injury,Gonzalez80,2024-02-13
1044,Release,Hernandez35,2024-02-14
1045,Signing,Miller46,2024-02-15
1046,Trade,Rodriguez62,2024-02-16
1047,Release,Jackson11,2024-02-17
1048,Injury,Anderson76,2024-02-18
1049,Suspension,Gonzalez22,2024-02-19
1050,Release,Lopez42,2024-02-20
1051,Trade,Smith57,2024-02-21
1052,Release,Smith76,2024-02-22
1053,Trade,Davis1,2024-02-23
1054,Injury,Williams85,2024-02-24
1055,Injury,Wilson50,2024-02-25
1056,Suspension,Davis22,2024-02-26
1057,Activation,Wilson51,2024-02-27
1058,Injury,Lopez14,2024-02-28
1059,Release,Williams1,2024-02-29
1060,Return,Davis26,2024-03-01
1061,Suspension,Martin94,2024-03-02
1062,Injury,Miller40,2024-03-03
1063,Release,Miller47,2024-03-04
1064,Suspension,Brown66,2024-03-05
1065,Release,Garcia78,2024-03-06
1066,Suspension,Garcia35,2024-03-07
1067,Suspension,Gonzalez34,2024-03-08
1068,Trade,Miller44,2024-03-09
1069,Trade,Hernandez5,2024-03-10
1070,Suspension,Hernandez3,2024-03-11
1071,Suspension,Martin15,2024-03-12
1072,Trade,Garcia44,2024-03-13
1073,Release,Williams44,2024-03-14
1074,Signing,Smith1,2024-03-15
1075,Activation,Martin57,2024-03-16
1076,Activation,Williams16,2024-03-17
1077,Signing,Jackson62,2024-03-18
1078,Signing,Miller46,2024-03-19
1079,Activation,Jackson97,2024-03-20
1080,Trade,Moore40,2024-03-21
1081,Trade,Moore55,2024-03-22
1082,Release,Taylor13,2024-03-23
1083,Injury,Hernandez36,2024-03-24
1084,Suspension,Smith61,2024-03-25
1085,Activation,Johnson49,2024-03-26
1086,Suspension,Anderson48,2024-03-27
1087,Signing,Lopez54,2024-03-28
1088,Suspension,Jones8,2024-03-29
1089,Activation,Lopez33,2024-03-30
1090,Signing,Rodriguez33,2024-03-31
1091,Suspension,Moore74,2024-04-01
1092,Return,Jackson86,2024-04-02
1093,Trade,Williams15,2024-04-03
1094,Release,Brown16,2024-04-04
1095,Activation,Moore80,2024-04-05
1096,Release,Anderson39,2024-04-06
1097,Trade,Gonzalez46,2024-04-07
1098,Return,Johnson96,2024-04-08
1099,Release,Rodriguez10,2024-04-09
1100,Suspension,Wilson59,2024-04-10
1101,Suspension,Williams74,2024-04-11
1102,Trade,Hernandez96,2024-04-12
1103,Release,Johnson74,2024-04-13
1104,Suspension,Hernandez38,2024-04-14
1105,Return,Miller75,2024-04-15
1106,Injury,Smith88,2024-04-16
1107,Activation,Smith36,2024-04-17
1108,Injury,Moore18,2024-04-18
1109,Return,Smith14,2024-04-19
1110,Release,Taylor99,2024-04-20
1111,Return,Garcia97,2024-04-21
1112,Injury,Lopez56,2024-04-22
1113,Suspension,Hernandez12,2024-04-23
1114,Release,Smith48,2024-04-24
1115,Injury,Brown50,2024-04-25
1116,Activation,Rodriguez69,2024-04-26
1117,Release,Martinez85,2024-04-27
1118,Suspension,Jackson82,2024-04-28
1119,Release,Gonzalez7,2024-04-29
1120,Return,Jackson48,2024-04-30
1121,Suspension,Anderson14,2024-05-01
1122,Injury,Martinez93,2024-05-02
1123,Release,Williams15,2024-05-03
1124,Trade,Williams93,2024-05-04
1125,Activation,Jackson40,2024-05-05
1126,Injury,Anderson82,2024-05-06
1127,Release,Jackson89,2024-05-07
1128,Injury,Moore77,2024-05-08
1129,Injury,Miller30,2024-05-09
1130,Activation,Taylor88,2024-05-10
1131,Trade,Jones49,2024-05-11
1132,Suspension,Lopez38,2024-05-12
1133,Suspension,Thomas5,2024-05-13
1134,Release,Williams20,2024-05-14
1135,Injury,Gonzalez55,2024-05-15
1136,Return,Davis45,2024-05-16
1137,Release,Lopez55,2024-05-17
1138,Suspension,Hernandez43,2024-05-18
1139,Return,Martin52,2024-05-19
1140,Suspension,Smith30,2024-05-20
1141,Trade,Garcia11,2024-05-21
1142,Signing,Jackson4,2024-05-22
1143,Trade,Brown40,2024-05-23
1144,Release,Johnson56,2024-05-24
1145,Release,Rodriguez60,2024-05-25
1146,Activation,Rodriguez6,2024-05-26
1147,Activation,Davis81,2024-05-27
1148,Release,Gonzalez36,2024-05-28
1149,Signing,Taylor93,2024-05-29
1150,Suspension,Gonzalez37,2024-05-30
1151,Signing,Rodriguez89,2024-05-31
1152,Return,Gonzalez50,2024-06-01
1153,Activation,Lopez59,2024-06-02
1154,Activation,Martin3,2024-06-03
1155,Injury,Lopez37,2024-06-04
1156,Activation,Martinez62,2024-06-05
1157,Signing,Martinez16,2024-06-06
1158,Suspension,Anderson8,2024-06-07
1159,Return,Martinez61,2024-06-08
1160,Return,Brown67,2024-06-09
1161,Activation,Thomas25,2024-06-10
1162,Suspension,Brown62,2024-06-11
1163,Suspension,Garcia43,2024-06-12
1164,Injury,Taylor29,2024-06-13
1165,Return,Miller56,2024-06-14
1166,Return,Martinez26,2024-06-15
1167,Release,Miller85,2024-06-16
1168,Trade,Johnson51,2024-06-17
1169,Return,Martin77,2024-06-18
1170,Signing,Miller20,2024-06-19
1171,Release,Lopez62,2024-06-20
1172,Suspension,Martinez70,2024-06-21
1173,Suspension,Jackson67,2024-06-22
1174,Suspension,Garcia96,2024-06-23
1175,Injury,Rodriguez59,2024-06-24
1176,Return,Taylor51,2024-06-25
1177,Release,Gonzalez40,2024-06-26
1178,Trade,Smith88,2024-06-27
1179,Trade,Moore85,2024-06-28
1180,Trade,Miller93,2024-06-29
1181,Suspension,Hernandez83,2024-06-30
1182,Return,Johnson78,2024-07-01
1183,Signing,Williams80,2024-07-02
1184,Trade,Smith57,2024-07-03
1185,Release,Williams72,2024-07-04
1186,Release,Williams14,2024-07-05
1187,Trade,Thomas54,2024-07-06
1188,Activation,Hernandez71,2024-07-07
1189,Signing,Martinez83,2024-07-08
1190,Return,Wilson36,2024-07-09
1191,Release,Williams27,2024-07-10
1192,Signing,Wilson60,2024-07-11
1193,Return,Gonzalez42,2024-07-12
1194,Signing,Jackson66,2024-07-13
1195,Release,Moore35,2024-07-14
1196,Suspension,Martin37,2024-07-15
1197,Trade,Wilson11,2024-07-16
1198,Injury,Davis68,2024-07-17
1199,Release,Miller69,2024-07-18
1200,Suspension,Gonzalez23,2024-07-19
1201,Release,Gonzalez2,2024-07-20
1202,Trade,Davis84,2024-07-21
1203,Activation,Moore74,2024-07-22
1204,Release,Williams95,2024-07-23
1205,Injury,Garcia87,2024-07-24
1206,Trade,Gonzalez2,2024-07-25
1207,Return,Davis86,2024-07-26
1208,Release,Jackson39,2024-07-27
1209,Return,Smith36,2024-07-28
1210,Signing,Jackson40,2024-07-29
1211,Injury,Williams34,2024-07-30
1212,Activation,Jackson8,2024-07-31
1213,Signing,Jones33,2024-08-01
1214,Trade,Wilson66,2024-08-02
1215,Return,Johnson82,2024-08-03
1216,Trade,Martinez45,2024-08-04
1217,Release,Davis4,2024-08-05
1218,Trade,Taylor2,2024-08-06
1219,Signing,Jackson96,2024-08-07
1220,Release,Miller90,2024-08-08
1221,Return,Martin4,2024-08-09
1222,Activation,Hernandez48,2024-08-10
1223,Activation,Gonzalez46,2024-08-11
1224,Signing,Rodriguez66,2024-08-12
1225,Return,Rodriguez69,2024-08-13
1226,Trade,Wilson1,2024-08-14
1227,Release,Martinez40,2024-08-15
1228,Suspension,Taylor50,2024-08-16
1229,Return,Moore83,2024-08-17
1230,Injury,Smith16,2024-08-18
1231,Signing,Brown15,2024-08-19
1232,Return,Johnson29,2024-08-20
1233,Suspension,Gonzalez39,2024-08-21
1234,Release,Garcia78,2024-08-22
1235,Suspension,Gonzalez73,2024-08-23
1236,Return,Thomas85,2024-08-24
1237,Suspension,Lopez80,2024-08-25
1238,Signing,Thomas68,2024-08-26
1239,Release,Lopez97,2024-08-27
1240,Suspension,Martin34,2024-08-28
1241,Trade,Anderson91,2024-08-29
1242,Trade,Martin49,2024-08-30
1243,Release,Brown57,2024-08-31
1244,Release,Gonzalez70,2024-09-01
1245,Release,Smith60,2024-09-02
1246,Return,Williams87,2024-09-03
1247,Injury,Anderson66,2024-09-04
1248,Suspension,Martin39,2024-09-05
1249,Suspension,Rodriguez66,2024-09-06
1250,Return,Anderson88,2024-09-07
1251,Release,Smith60,2024-09-08
1252,Activation,Wilson33,2024-09-09
1253,Release,Smith50,2024-09-10
1254,Trade,Brown64,2024-09-11
1255,Activation,Wilson6,2024-09-12
1256,Activation,Garcia8,2024-09-13
1257,Injury,Hernandez78,2024-09-14
1258,Signing,Gonzalez80,2024-09-15
1259,Return,Rodriguez3,2024-09-16
1260,Activation,Garcia98,2024-09-17
1261,Suspension,Johnson37,2024-09-18
1262,Return,Jackson96,2024-09-19
1263,Activation,Martinez29,2024-09-20
1264,Signing,Hernandez42,2024-09-21
1265,Signing,Jones86,2024-09-22
1266,Trade,Thomas80,2024-09-23
1267,Release,Anderson76,2024-09-24
1268,Trade,Garcia48,2024-09-25
1269,Return,Johnson98,2024-09-26
1270,Suspension,Brown58,2024-09-27
1271,Trade,Wilson86,2024-09-28
1272,Activation,Thomas70,2024-09-29
1273,Release,Brown93,2024-09-30
1274,Signing,Anderson1,2024-10-01
1275,Return,Thomas57,2024-10-02
1276,Release,Miller49,2024-10-03
1277,Suspension,Miller1,2024-10-04
1278,Trade,Hernandez9,2024-10-05
1279,Injury,Thomas99,2024-10-06
1280,Release,Johnson53,2024-10-07
1281,Release,Wilson45,2024-10-08
1282,Injury,Jones95,2024-10-09
1283,Signing,Miller21,2024-10-10
1284,Suspension,Gonzalez74,2024-10-11
1285,Injury,Johnson80,2024-10-12
1286,Release,Thomas47,2024-10-13
1287,Trade,Rodriguez6,2024-10-14
1288,Signing,Martin29,2024-10-15
1289,Release,Lopez23,2024-10-16
1290,Signing,Jackson22,2024-10-17
1291,Release,Garcia47,2024-10-18
1292,Release,Hernandez80,2024-10-19
1293,Trade,Johnson88,2024-10-20
1294,Injury,Jones77,2024-10-21
1295,Release,Jackson49,2024-10-22
1296,Return,Thomas28,2024-10-23
1297,Injury,Gonzalez92,2024-10-24
1298,Injury,Miller72,2024-10-25
1299,Trade,Jackson15,2024-10-26
1300,Activation,Gonzalez55,2024-10-27
1301,Signing,Smith48,2024-10-28
1302,Signing,Hernandez8,2024-10-29
1303,Activation,Hernandez44,2024-10-30
1304,Suspension,Lopez15,2024-10-31
1305,Activation,Smith82,2024-11-01
1306,Trade,Williams20,2024-11-02
1307,Activation,Garcia32,2024-11-03
1308,Activation,Gonzalez72,2024-11-04
1309,Return,Rodriguez70,2024-11-05
1310,Return,Smith64,2024-11-06
1311,Signing,Moore49,2024-11-07
1312,Activation,Thomas23,2024-11-08
1313,Trade,Smith77,2024-11-09
1314,Return,Jones54,2024-11-10
1315,Activation,Gonzalez36,2024-11-11
1316,Suspension,Brown71,2024-11-12
1317,Trade,Moore19,2024-11-13
1318,Activation,Lopez50,2024-11-14
1319,Activation,Davis70,2024-11-15
1320,Activation,Smith71,2024-11-16
1321,Injury,Moore73,2024-11-17
1322,Activation,Taylor77,2024-11-18
1323,Release,Martin97,2024-11-19
1324,Injury,Moore45,2024-11-20
1325,Signing,Anderson76,2024-11-21
1326,Release,Martin22,2024-11-22
1327,Return,Rodriguez47,2024-11-23
1328,Injury,Johnson35,2024-11-24
1329,Return,Williams24,2024-11-25
1330,Suspension,Hernandez12,2024-11-26
1331,Trade,Moore71,2024-11-27
1332,Injury,Anderson58,2024-11-28
1333,Activation,Rodriguez54,2024-11-29
1334,Release,Hernandez54,2024-11-30
1335,Return,Taylor20,2024-12-01
1336,Trade,Thomas37,2024-12-02
1337,Activation,Garcia81,2024-12-03
1338,Suspension,Garcia36,2024-12-04
1339,Suspension,Jones82,2024-12-05
1340,Injury,Moore81,2024-12-06
1341,Injury,Martin83,2024-12-07
1342,Return,Moore22,2024-12-08
1343,Activation,Martinez51,2024-12-09
1344,Signing,Rodriguez99,2024-12-10
1345,Return,Brown24,2024-12-11
1346,Signing,Brown63,2024-12-12
1347,Injury,Gonzalez95,2024-12-13
1348,Suspension,Davis19,2024-12-14
1349,Release,Miller41,2024-12-15
1350,Release,Johnson21,2024-12-16
1351,Trade,Brown81,2024-12-17
1352,Return,Gonzalez12,2024-12-18
1353,Return,Davis89,2024-12-19
1354,Release,Williams71,2024-12-20
1355,Trade,Martin12,2024-12-21
1356,Release,Garcia77,2024-12-22
1357,Trade,Martinez68,2024-12-23
1358,Trade,Wilson94,2024-12-24
1359,Injury,Brown44,2024-12-25
1360,Return,Rodriguez12,2024-12-26
1361,Activation,Moore5,2024-12-27
1362,Injury,Hernandez53,2024-12-28
1363,Return,Lopez28,2024-12-29
1364,Activation,Rodriguez31,2024-12-30
1365,Trade,Moore4,2024-12-31
1366,Injury,Lopez99,2025-01-01
1367,Trade,Miller1,2025-01-02
1368,Release,Wilson36,2025-01-03
1369,Activation,Wilson20,2025-01-04
1370,Suspension,Jones9,2025-01-05
1371,Suspension,Thomas48,2025-01-06
1372,Return,Hernandez94,2025-01-07
1373,Injury,Miller44,2025-01-08
1374,Suspension,Martin74,2025-01-09
1375,Trade,Williams58,2025-01-10
1376,Release,Anderson40,2025-01-11
1377,Suspension,Williams46,2025-01-12
1378,Release,Taylor52,2025-01-13
1379,Suspension,Moore99,2025-01-14
1380,Trade,Lopez70,2025-01-15
1381,Signing,Rodriguez27,2025-01-16
1382,Injury,Thomas89,2025-01-17
1383,Signing,Taylor61,2025-01-18
1384,Release,Martin97,2025-01-19
1385,Release,Martinez71,2025-01-20
1386,Signing,Wilson24,2025-01-21
1387,Signing,Rodriguez79,2025-01-22
1388,Activation,Martinez67,2025-01-23
1389,Injury,Martinez29,2025-01-24
1390,Return,Hernandez75,2025-01-25
1391,Trade,Moore54,2025-01-26
1392,Activation,Johnson11,2025-01-27
1393,Return,Brown2,2025-01-28
1394,Activation,Smith72,2025-01-29
1395,Suspension,Jackson77,2025-01-30
1396,Injury,Martin80,2025-01-31
1397,Activation,Wilson80,2025-02-01
1398,Release,Thomas23,2025-02-02
1399,Trade,Wilson13,2025-02-03
1400,Trade,Thomas69,2025-02-04
1401,Activation,Anderson41,2025-02-05
1402,Injury,Lopez42,2025-02-06
1403,Injury,Lopez50,2025-02-07
1404,Suspension,Garcia3,2025-02-08
1405,Release,Lopez46,2025-02-09
1406,Activation,Lopez28,2025-02-10
1407,Signing,Anderson41,2025-02-11
1408,Signing,Taylor96,2025-02-12
1409,Return,Garcia53,2025-02-13
1410,Activation,Johnson18,2025-02-14
1411,Signing,Johnson65,2025-02-15
1412,Return,Moore62,2025-02-16
1413,Injury,Thomas43,2025-02-17
1414,Signing,Brown74,2025-02-18
1415,Trade,Gonzalez27,2025-02-19
1416,Trade,Hernandez82,2025-02-20
1417,Activation,Garcia30,2025-02-21
1418,Suspension,Jackson7,2025-02-22
1419,Release,Johnson29,2025-02-23
1420,Suspension,Gonzalez3,2025-02-24
1421,Return,Jones71,2025-02-25
1422,Return,Jackson85,2025-02-26
1423,Activation,Jackson37,2025-02-27
1424,Suspension,Smith81,2025-02-28
1425,Activation,Taylor23,2025-03-01
1426,Signing,Davis13,2025-03-02
1427,Suspension,Martinez97,2025-03-03
1428,Suspension,Johnson28,2025-03-04
1429,Release,Miller12,2025-03-05
1430,Signing,Thomas14,2025-03-06
1431,Trade,Garcia73,2025-03-07
1432,Release,Rodriguez1,2025-03-08
1433,Injury,Rodriguez70,2025-03-09
1434,Suspension,Jones89,2025-03-10
1435,Return,Wilson43,2025-03-11
1436,Signing,Martin11,2025-03-12
1437,Signing,Rodriguez54,2025-03-13
1438,Trade,Jones81,2025-03-14
1439,Return,Thomas42,2025-03-15
1440,Suspension,Davis35,2025-03-16
1441,Return,Jones96,2025-03-17
1442,Release,Davis76,2025-03-18
1443,Suspension,Brown98,2025-03-19
1444,Return,Rodriguez67,2025-03-20
1445,Release,Gonzalez31,2025-03-21
1446,Injury,Thomas34,2025-03-22
1447,Trade,Johnson90,2025-03-23
1448,Activation,Davis99,2025-03-24
1449,Suspension,Miller35,2025-03-25
1450,Release,Jackson14,2025-03-26
1451,Suspension,Taylor29,2025-03-27
1452,Signing,Miller6,2025-03-28
1453,Suspension,Garcia69,2025-03-29
1454,Suspension,Miller46,2025-03-30
1455,Activation,Martinez62,2025-03-31
1456,Release,Anderson56,2025-04-01
1457,Trade,Thomas25,2025-04-02
1458,Signing,Miller43,2025-04-03
1459,Return,Jones80,2025-04-04
1460,Signing,Brown97,2025-04-05
1461,Suspension,Jackson20,2025-04-06
1462,Activation,Martinez19,2025-04-07
1463,Return,Davis61,2025-04-08
1464,Signing,Gonzalez10,2025-04-09
1465,Trade,Smith25,2025-04-10
1466,Activation,Williams12,2025-04-11
1467,Activation,Taylor48,2025-04-12
1468,Injury,Anderson72,2025-04-13
1469,Suspension,Anderson70,2025-04-14
1470,Trade,Miller76,2025-04-15
1471,Suspension,Miller68,2025-04-16
1472,Signing,Taylor95,2025-04-17
1473,Return,Thomas41,2025-04-18
1474,Injury,Thomas9,2025-04-19
1475,Activation,Wilson45,2025-04-20
1476,Suspension,Garcia89,2025-04-21
1477,Return,Rodriguez6,2025-04-22
1478,Release,Rodriguez54,2025-04-23
1479,Activation,Garcia65,2025-04-24
1480,Release,Gonzalez9,2025-04-25
1481,Suspension,Smith2,2025-04-26
1482,Release,Davis47,2025-04-27
1483,Suspension,Wilson98,2025-04-28
1484,Suspension,Jackson25,2025-04-29
1485,Activation,Jones18,2025-04-30
1486,Activation,Wilson27,2025-05-01
1487,Activation,Johnson38,2025-05-02
1488,Signing,Jackson14,2025-05-03
1489,Trade,Johnson43,2025-05-04
1490,Activation,Smith68,2025-05-05
1491,Injury,Jones84,2025-05-06
1492,Activation,Garcia36,2025-05-07
1493,Return,Moore89,2025-05-08
1494,Trade,Taylor66,2025-05-09
1495,Activation,Martinez12,2025-05-10
1496,Release,Lopez55,2025-05-11
1497,Activation,Rodriguez56,2025-05-12
1498,Injury,Jones10,2025-05-13
1499,Return,Hernandez68,2025-05-14
1500,Activation,Miller17,2025-05-15
